"Designator","Mid X","Mid Y","Layer","Rotation"
"U1","143.8mm","-71.8mm","bottom","315.0"
"R3","163.5mm","-72.5mm","bottom","0.0"
"R6","163.5mm","-70.9mm","bottom","180.0"
"J2","143mm","-93mm","bottom","90.0"
"J4","143mm","-56mm","bottom","90.0"
